Property,Property Name,Date,Period,Person/Description,Control,Reference,Debit,Credit,Balance,Remarks,ledgerAccount,Source,Person/Description
dwell,DWELL AT KENT STATION L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03.22 Accruals :Reversed by J-613260,J-613252,03.22 Accruals,0,469,467767.56,03.22 Accrual- Reverse Prior Accrual apartment.com 1/1/22-1/31/22,Internet Advertising,Apartments.com,03.22 Accruals :Reversed by J-613260
dwell,DWELL AT KENT STATION L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03.22 Accruals :Reversed by J-613261,J-613253,03.22 Accruals,0,469,467298.56,03.22 Accrual- Reverse Prior Accrual apartment.com 2/1/22-2/28/23,Internet Advertising,Apartments.com,03.22 Accruals :Reversed by J-613261
dwell,DWELL AT KENT STATION L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03.22 Accruals :Reversed by J-613262,J-613254,03.22 Accruals,0,469,466829.56,03.22 Accrual- Reverse Prior Accrual apartment.com 3/1/22-3/31/24,Internet Advertising,Apartments.com,03.22 Accruals :Reversed by J-613262
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615111,03/22 Rcls,0,349,472291.96,"03/22 Rcls To 54481, INV-771761 J-304 MOVE-IN",Internet Advertising,Move-in,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615112,03/22 Rcls,0,349,471942.96,"03/22 Rcls To 54481, INV-773227 H-202 MOVE-IN",Internet Advertising,Move-in,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615113,03/22 Rcls,0,349,471593.96,"03/22 Rcls To 54481, INV-778427 H-304 MOVE-IN",Internet Advertising,Move-in,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615114,03/22 Rcls,0,349,471244.96,"03/22 Rcls To 54481, INV-779375 G-304 MOVE-IN",Internet Advertising,Move-in,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615115,03/22 Rcls,0,429,470815.96,"03/22 Rcls To 54481, 114689474-5  10/21 APTS.COM",Internet Advertising,Apartments.com,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615116,03/22 Rcls,0,429,470386.96,"03/22 Rcls To 54481,  115073477-5 11/21 APTS.COM",Internet Advertising,Apartments.com,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615117,03/22 Rcls,0,429,469957.96,"03/22 Rcls To 54481,  115111666-5 12/21 APTS.COM",Internet Advertising,Apartments.com,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615118,03/22 Rcls,0,429,469528.96,"03/22 Rcls To 54481,  115300347-5 1/22 APTS.COM",Internet Advertising,Apartments.com,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615119,03/22 Rcls,0,514.8,469014.16,"03/22 Rcls To 54481,  115406925-5 2/22 APTS.COM",Internet Advertising,Apartments.com,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615120,03/22 Rcls,0,1000,468014.16,"03/22 Rcls To 54481,  INV16461271 ZILLOW MCCLOUD/WELLENTIN",Internet Advertising,Zillow,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615121,03/22 Rcls,0,514.8,467499.36,"03/22 Rcls To 54481,  115645235-5 3/22 APTS.COM",Internet Advertising,Apartments.com,03/22 Rcls
cobble,COBBLE COURT APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rlcs,J-609541,Rlcs,874.8,0,464859.76,"03/22 Rlcs Fm 11670, Internet Advertising 3/1-3/31",Internet Advertising,Advertising,03/22 Rlcs
aspen,ASPEN GLADE APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,0322 Reclassed Items,J-612630,0322 Reclassed Items,0,349,461582.31,G-09 Move in Pay per Lease,Internet Advertising,Move-in,0322 Reclassed Items
sta,SAWYER TRAIL APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,04/22 Accrued Expense :Reversed by J-619264,J-619241,Accrued expense,1000,0,485965.23,04/22 Accrue Zillow - E-201 & D-101 Leads,Internet Advertising,Zillow,04/22 Accrued Expense :Reversed by J-619264
fla,FOUR LAKES APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,04/22 Rcls,J-621018,04/22 Rcls,0,500,484602.36,"04/22 Rcls To 54481,Scott Sandberg zillow move in",Internet Advertising,Zillow,04/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,04/22 Rcls,J-621019,04/22 Rcls,0,514.8,484087.56,"04/22 Rcls To 54481,04/2022 apartments.com",Internet Advertising,Apartments.com,04/22 Rcls
aspen,ASPEN GLADE APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,0422 Reclass from 54480 to 54481,J-619108,0422 Reclass from 54480 to 54481,0,349,479510.56,0422 Reclass from 54480 to 54481,Internet Advertising,Lead,0422 Reclass from 54480 to 54481
glarun,GLACIER RUN PARTNERS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,05/22 Rcls,J-624888,05/22 Rcls,0,5513.76,503181.39,"5/22 Rcls To 11670, 6/1-12/31 Elise Leasing Svcs, Elise Technologies, Inv 14371-001",Internet Advertising,Elise,05/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-06-30 00:00:00 UTC,2022-06-01 00:00:00 UTC,06/22 Rcls,J-626578,06/22 Rcls,0,349,531968.58,"06/22 Rcls To 54481, B-302 Apt list move in",Internet Advertising,Apartmentlist.com,06/22 Rcls
black,BLACK LAKE APARTMENTS L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,07/21 Accr - Original Accr not needed. :Reversed by J-574046,J-574045,07/21 Accr,0,665.7,243064.21,07/21 Accr July Marketing Tarragon,Internet Advertising,Marketing,07/21 Accr - Original Accr not needed. :Reversed by J-574046
dwell,DWELL AT KENT STATION L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,07/21 Accr :Reversed by J-572938,J-572937,07/21 Accr,500,0,249017.55,07/21 Accr  Zillow advertisement 7/1/21-7/31/21,Internet Advertising,Zillow,07/21 Accr :Reversed by J-572938
chinook,CHINOOK PARK APARTMENTS L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,07/21 Accr :Reversed by J-573275,J-573250,07/21 Accr,500,0,246263.25,"07/21 Accr 7/2021 pay per lease/Berger C-12 move in, Zillow, INV12995539",Internet Advertising,Zillow,07/21 Accr :Reversed by J-573275
black,BLACK LAKE APARTMENTS L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,07/21 Accr :Reversed by J-573596,J-573575,07/21 Accr,500,0,242652.34,07/21 Accr 07/8 Sarah Haynes #HH-08 #INV13003275,Internet Advertising,Marketing,07/21 Accr :Reversed by J-573596
black,BLACK LAKE APARTMENTS L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,07/21 Accr :Reversed by J-573599,J-573578,07/21 Accr,665.7,0,243318.04,07/21 Accr July Marketing Tarragon,Internet Advertising,Marketing,07/21 Accr :Reversed by J-573599
black,BLACK LAKE APARTMENTS L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,07/21 Accr :Reversed by J-573600,J-573579,07/21 Accr,411.87,0,243729.91,07/21 Accr July Reputation.com Tarragon,Internet Advertising,Reputation.com,07/21 Accr :Reversed by J-573600
dwell,DWELL AT KENT STATION L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,07/21 RCLS,J-573786,07/21 RCLS,38.5,0,249056.05,"07/21 Rcls from 11670 ,Engrain sight map for touch screen 7/1/21-9/30/21",Internet Advertising,SightMap,07/21 RCLS
sta2,SAWYER TRAIL APARTMENTS II L.L.C.,2021-08-31 00:00:00 UTC,2021-08-01 00:00:00 UTC,08.21 Accruals :Reversed by J-578774,J-578759,08.21 Accruals,450,0,310147,08.21 Accru- Q-203 Lead,Internet Advertising,Lead,08.21 Accruals :Reversed by J-578774
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-08-31 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/21 Accr :Reversed by J-578520,J-578499,08/21 Accr,500,0,308934.89,Accr - K-201 Lead - INV13509255,Internet Advertising,Lead,08/21 Accr :Reversed by J-578520
dwell,DWELL AT KENT STATION L.L.C.,2021-08-31 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/21 RCLS,J-573784,08/21 RCLS,38.5,0,289210.46,"08/21 Rcls from 11670 ,Engrain sight map for touch screen 7/1/21-9/30/21",Internet Advertising,SightMap,08/21 RCLS
stthph2,SAWYER TRAIL TOWNHOMES PHASE II L.L.C,2021-09-30 00:00:00 UTC,2021-09-01 00:00:00 UTC,09.21 Accruals :Reversed by J-582853,J-582846,09.21 Accruals,450,0,344048.59,09.21 Accru- G-5 Lead,Internet Advertising,Lead,09.21 Accruals :Reversed by J-582853
pal,PALERMO AT LAKELAND L.L.C.,2021-09-30 00:00:00 UTC,2021-09-01 00:00:00 UTC,09/21 Accr :Reversed by J-582350,J-582324,09/21 Accr,1000,0,333424.39,"09/21 Accr- Zillow Leads 9/2021, INV14035074",Internet Advertising,Zillow,09/21 Accr :Reversed by J-582350
dwell,DWELL AT KENT STATION L.L.C.,2021-09-30 00:00:00 UTC,2021-09-01 00:00:00 UTC,09/21 RCLS,J-573788,09/21 RCLS,38.5,0,322281.06,"09/21 Rcls from 11670 ,Engrain sight map for touch screen 7/1/21-9/30/21",Internet Advertising,SightMap,09/21 RCLS
dwell,DWELL AT KENT STATION L.L.C.,2021-10-31 00:00:00 UTC,2021-10-01 00:00:00 UTC,10.21 Accruals :Reversed by J-587122,J-587115,10.21 Accruals,469,0,353123.97,10.21 Accru- Apartments.com internet ad 10/1/21-10/31/21,Internet Advertising,Apartments.com,10.21 Accruals :Reversed by J-587122
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-10-31 00:00:00 UTC,2021-10-01 00:00:00 UTC,10.21 Accruals :Reversed by J-587475,J-587468,10.21 Accruals,500,0,367736.32,10.21 Accru- K-202 Lead INV14543548,Internet Advertising,Lead,10.21 Accruals :Reversed by J-587475
chinook,CHINOOK PARK APARTMENTS L.L.C.,2021-10-31 00:00:00 UTC,2021-10-01 00:00:00 UTC,10/21 Accr :Reversed by J-587274,J-587248,10/21 Accr,429,0,350367.03,"10/21 Accr- 10/21 ILS, Apartments.com, TBD",Internet Advertising,Apartments.com,10/21 Accr :Reversed by J-587274
edition,EDITION-BOTHELL L.L.C.,2021-10-31 00:00:00 UTC,2021-10-01 00:00:00 UTC,10/21 Accr :Reversed by J-587659,J-587625,10/21 Accr,1000,0,354408.18,"10/21 Accr- Pay/Lease: 2021-10: Goodwin/Kim , Zillow Rental network , INV14593149",Internet Advertising,Zillow,10/21 Accr :Reversed by J-587659
edition,EDITION-BOTHELL L.L.C.,2021-10-31 00:00:00 UTC,2021-10-01 00:00:00 UTC,10/21 Accr :Reversed by J-587661,J-587627,10/21 Accr,759,0,355167.18,"10/21 Accr- October ILS, Apartments.com,",Internet Advertising,Apartments.com,10/21 Accr :Reversed by J-587661
chinook,CHINOOK PARK APARTMENTS L.L.C.,2021-11-30 00:00:00 UTC,2021-11-01 00:00:00 UTC,11/21 Accr :Reversed by J-591743,J-591721,11/21 Accr,429,0,376469.69,"11/21 Accr 10/2021 internet advertising, Apt.com,114689474-4",Internet Advertising,Apartments.com,11/21 Accr :Reversed by J-591743
chinook,CHINOOK PARK APARTMENTS L.L.C.,2021-11-30 00:00:00 UTC,2021-11-01 00:00:00 UTC,11/21 Accr :Reversed by J-591744,J-591722,11/21 Accr,429,0,376898.69,"11/21 Accr  internet advertising, Apt.com,115073477-4",Internet Advertising,Apartments.com,11/21 Accr :Reversed by J-591744
chinook,CHINOOK PARK APARTMENTS L.L.C.,2021-11-30 00:00:00 UTC,2021-11-01 00:00:00 UTC,11/21 Accr :Reversed by J-591745,J-591723,11/21 Accr,500,0,377398.69,"11/21 Accr E-10 move in pay per lease, Zillow,INV15039794",Internet Advertising,Zillow,11/21 Accr :Reversed by J-591745
cobble,COBBLE COURT APARTMENTS L.L.C.,2021-11-30 00:00:00 UTC,2021-11-01 00:00:00 UTC,11/21 Accr :Reversed by J-591844,J-591829,11/21 Accr,500,0,380314.03,"11/21 Accr-Pay Pre Lead- Pennington,Zillow,INV15051041",Internet Advertising,Zillow,11/21 Accr :Reversed by J-591844
edition,EDITION-BOTHELL L.L.C.,2021-11-30 00:00:00 UTC,2021-11-01 00:00:00 UTC,11/21 Accr :Reversed by J-591975,J-591971,11/21 Accr,759,0,382196.39,"10/21 Accr- Monthly lead Gen, Apartments.com, Inv 114689474-15",Internet Advertising,Apartments.com,11/21 Accr :Reversed by J-591975
edition,EDITION-BOTHELL L.L.C.,2021-11-30 00:00:00 UTC,2021-11-01 00:00:00 UTC,11/21 Accr :Reversed by J-591976,J-591974,11/21 Accr,759,0,382955.39,"11/21 Accr- Monthly Lead Gen, Apartments.com, Inv 145073477-15",Internet Advertising,Apartments.com,11/21 Accr :Reversed by J-591976
pal,PALERMO AT LAKELAND L.L.C.,2021-11-30 00:00:00 UTC,2021-11-01 00:00:00 UTC,11/21 Accr :Reversed by J-592180,J-592136,11/21 Accr,500,0,390440.17,"11/21 Accr Zillow Leads - November 2021,Zillow,INV15055217",Internet Advertising,Zillow,11/21 Accr :Reversed by J-592180
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2021-11-30 00:00:00 UTC,2021-11-01 00:00:00 UTC,11/21 Accr :Reversed by J-592715,J-592713,11/21 Accr,500,0,402807.56,Accr - 33-A lead,Internet Advertising,Lead,11/21 Accr :Reversed by J-592715
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-12-31 00:00:00 UTC,2021-12-01 00:00:00 UTC,12.21 Accruals :Reversed by J-597823,J-597806,12.21 Accruals,500,0,432389.02,Zillow E-307 Lead,Internet Advertising,Zillow,12.21 Accruals :Reversed by J-597823
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2021-12-31 00:00:00 UTC,2021-12-01 00:00:00 UTC,12.21 Accruals :Reversed by J-598701,J-598690,12.21 Accruals,500,0,434198.91,Zillow 30-B Lead,Internet Advertising,Zillow,12.21 Accruals :Reversed by J-598701
aspen,ASPEN GLADE APARTMENTS L.L.C.,2021-12-31 00:00:00 UTC,2021-12-01 00:00:00 UTC,12/21 Accr :Reversed by J-596241,J-596221,12/21 Accr,500,0,405855.04,"12/21 Accr- B-04 Makvisky M/I pay per lease, Zillow, INV15505496",Internet Advertising,Zillow,12/21 Accr :Reversed by J-596241
edition,EDITION-BOTHELL L.L.C.,2021-12-31 00:00:00 UTC,2021-12-01 00:00:00 UTC,12/21 Accr :Reversed by J-597036,J-597019,12/21 Accr,511.25,0,415947.93,"12/21 Accr- Pay/Lease: 2021-12 - Sharnbroich,Apartment List,INV-771883",Internet Advertising,Apartmentlist.com,12/21 Accr :Reversed by J-597036
pal,PALERMO AT LAKELAND L.L.C.,2021-12-31 00:00:00 UTC,2021-12-01 00:00:00 UTC,12/21 Accr :Reversed by J-597211,J-597169,12/21 Accr,3000,0,424045.97,"12/21 Accr- Zillow Leads - December 2021, Zillow, INV15519250",Internet Advertising,Zillow,12/21 Accr :Reversed by J-597211
aster,ASTER TOWNHOMES L.L.C.,2021-12-31 00:00:00 UTC,2021-12-01 00:00:00 UTC,12/21 Accr :Reversed by J-597720,J-597615,12/21- Accr,500,0,406469,"12/21 Accr Internet Advertising, Casey Allen K-204, Zillow, INV15517503",Internet Advertising,Zillow,12/21 Accr :Reversed by J-597720
renwood,RENWOOD LLC,2022-01-31 00:00:00 UTC,2022-01-01 00:00:00 UTC,Accrue  1/8/2022 M/I A-204 Deal :Reversed by J-603887,J-603844,Accrued Expense,349,0,442784.01,Accrue  1/8/2022 M/I A-204 Deal,Internet Advertising,Move-in,Accrue  1/8/2022 M/I A-204 Deal :Reversed by J-603887
pal,PALERMO AT LAKELAND L.L.C.,2021-08-31 00:00:00 UTC,2021-08-01 00:00:00 UTC,Accrue  8/2021 Pay Per Leads :Reversed by J-577890,J-577875,Accrued Expense,1000,0,301608.5,Accrue  8/2021 Pay Per Leads,Internet Advertising,Lead,Accrue  8/2021 Pay Per Leads :Reversed by J-577890
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2021-12-31 00:00:00 UTC,2021-12-01 00:00:00 UTC,Accrue  Amanda Wolf referral :Reversed by J-598963,J-598920,Accrued Expense,500,0,429937.33,Accrue  Amanda Wolf referral,Internet Advertising,Referral,Accrue  Amanda Wolf referral :Reversed by J-598963
pal,PALERMO AT LAKELAND L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,Accrue  Apt Lead - Ebin Arico :Reversed by J-573519,J-573509,Accrued Expense,349,0,261868.37,Accrue  Apt Lead - Ebin Arico,Internet Advertising,Lead,Accrue  Apt Lead - Ebin Arico :Reversed by J-573519
pal,PALERMO AT LAKELAND L.L.C.,2021-08-31 00:00:00 UTC,2021-08-01 00:00:00 UTC,Accrue  Apt Lead - Paige Goodman :Reversed by J-577895,J-577880,Accrued Expense,349,0,301957.5,Accrue  Apt Lead - Paige Goodman,Internet Advertising,Lead,Accrue  Apt Lead - Paige Goodman :Reversed by J-577895
pal,PALERMO AT LAKELAND L.L.C.,2021-08-31 00:00:00 UTC,2021-08-01 00:00:00 UTC,Accrue  Apt Lead - Sherrie Cinkovich :Reversed by J-577896,J-577881,Accrued Expense,349,0,302306.5,Accrue  Apt Lead - Sherrie Cinkovich,Internet Advertising,Lead,Accrue  Apt Lead - Sherrie Cinkovich :Reversed by J-577896
renwood,RENWOOD LLC,2021-12-31 00:00:00 UTC,2021-12-01 00:00:00 UTC,Accrue  B-204 Ritz & A-301 Grover Rentals :Reversed by J-597647,J-597619,Accrued Expense,1000,0,426287.51,Accrue  B-204 Ritz & A-301 Grover Rentals,Internet Advertising,Lead,Accrue  B-204 Ritz & A-301 Grover Rentals :Reversed by J-597647
pal,PALERMO AT LAKELAND L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,Accrue  July 2021 Zillow Leads :Reversed by J-573520,J-573510,Accrued Expense,1500,0,263368.37,Accrue  July 2021 Zillow Leads,Internet Advertising,Zillow,Accrue  July 2021 Zillow Leads :Reversed by J-573520
renwood,RENWOOD LLC,2021-08-31 00:00:00 UTC,2021-08-01 00:00:00 UTC,Accrue  Pay Per Lease- Stafford :Reversed by J-578420,J-578399,Accrued Expense,500,0,303867.75,Accrue  Pay Per Lease- Stafford,Internet Advertising,Move-in,Accrue  Pay Per Lease- Stafford :Reversed by J-578420
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-02-28 00:00:00 UTC,2022-02-01 00:00:00 UTC,Accrue  pay per move in Lot 8 :Reversed by J-609390,J-609368,Accrue Expense,500,0,461503.25,Accrue  pay per move in Lot 8,Internet Advertising,Move-in,Accrue  pay per move in Lot 8 :Reversed by J-609390
saffron,SAFFRON (RESIDENTIAL),2021-10-31 00:00:00 UTC,2021-10-01 00:00:00 UTC,Accrue 10/2021 Internet Advertising :Reversed by J-587517,J-587501,Accrue Expense,469,0,366444.8,Accrue 10/2021 Internet Advertising,Internet Advertising,Advertising,Accrue 10/2021 Internet Advertising :Reversed by J-587517
saffron,SAFFRON (RESIDENTIAL),2022-01-31 00:00:00 UTC,2022-01-01 00:00:00 UTC,Accrue 2-209 Pay Per Lead :Reversed by J-605212,J-605193,Accrue Expense,500,0,445191.01,Accrue 2-209 Pay Per Lead,Internet Advertising,Lead,Accrue 2-209 Pay Per Lead :Reversed by J-605212
dwell,DWELL AT KENT STATION L.L.C.,2022-02-28 00:00:00 UTC,2022-02-01 00:00:00 UTC,Accrue Apartment.com 2/1/22-2/28/22 :Reversed by J-609574,J-609573,Accrue Apartment.com 2/1/22-2/28/22,562.8,0,450855.21,Accrue Apartment.com 2/1/22-2/28/22,Internet Advertising,Apartments.com,Accrue Apartment.com 2/1/22-2/28/22 :Reversed by J-609574
saffron,SAFFRON (RESIDENTIAL),2021-12-31 00:00:00 UTC,2021-12-01 00:00:00 UTC,Accrue Apts.com 12/1/21-12/30/21 :Reversed by J-597539,J-597521,Accrue Expense,469,0,430146.27,Accrue Apts.com 12/1/21-12/30/21,Internet Advertising,Apartments.com,Accrue Apts.com 12/1/21-12/30/21 :Reversed by J-597539
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,"Accrue zillow pay per lease, Molotte :Reversed by J-621273",J-621254,Accrue Expense,500,0,489312.96,"Accrue zillow pay per lease, Molotte",Internet Advertising,Zillow,"Accrue zillow pay per lease, Molotte :Reversed by J-621273"
black,BLACK LAKE APARTMENTS L.L.C.,2022-01-31 00:00:00 UTC,2022-01-01 00:00:00 UTC,Accrued 1/1-1/31 Apt.com Gold pkg Inv 115300347-2 :Reversed by J-603256,J-603211,01/22 Accrued Expense,429,0,436622.99,Accrued 1/1-1/31 Apt.com Gold pkg Inv 115300347-2,Internet Advertising,Apartments.com,Accrued 1/1-1/31 Apt.com Gold pkg Inv 115300347-2 :Reversed by J-603256
black,BLACK LAKE APARTMENTS L.L.C.,2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-946746,INV-677299,450,0,241057.64,"G-01, Topeteparra, M/I 7/01/2021",Internet Advertising,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
chinook,CHINOOK PARK APARTMENTS L.L.C.,2021-07-07 00:00:00 UTC,2021-07-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-949552,INV-681741,349,0,245479.75,7/2021 B-10 move in pay per lease,Internet Advertising,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
glarun,GLACIER RUN PARTNERS L.L.C.,2021-07-01 00:00:00 UTC,2021-07-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-949611,INV-676098,349,0,252899.31,Apartment List referral Molly Obrien,Internet Advertising,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-06-29 00:00:00 UTC,2021-07-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-950164,INV-674478,349,0,255036.82,Apartment List Referral Hunter-Lee Martin,Internet Advertising,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-01 00:00:00 UTC,2021-07-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-949649,INV-676535,349,0,255870.54,Apartment List referral Carla Cobb,Internet Advertising,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-06 00:00:00 UTC,2021-07-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-949650,INV-680155,349,0,256380.42,Apartment List Referral Patrick Broussard,Internet Advertising,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-28 00:00:00 UTC,2021-07-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-951354,INV-693344,349,0,256729.42,Apartment list referral for Adam Zenger,Internet Advertising,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
monticl2,"MONTICELLO APARTMENTS II, LLC",2021-07-13 00:00:00 UTC,2021-07-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-948577,INV-685011,450,0,259716.47,Apartment list move-in #113,Internet Advertising,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
pal,PALERMO AT LAKELAND L.L.C.,2021-07-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-949705,INV-689636,349,0,260759.17,Apt Lead - Mitchell Hood,Internet Advertising,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2021-06-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-945750,INV-670233,450,0,264637.97,E-302 Move In 6.19.21,Internet Advertising,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
